Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Path Planning Techniques for Mobile Robots: A Review","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_62","Prases K. MohantyAnand Kumar SinghAmit KumarManjeet Kumar MahtoShubhasri Kundu","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_62","Chapter"
"Machine Learning and Image Processing Techniques for Covid-19 Detection: A Review","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_41","Neeraj Venkatasai L. AppariMahendra G. KanojiaKritik B. Bangera","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_41","Chapter"
"Dynamic Data-Driven Application Systems for Reservoir Simulation-Based Optimization: Lessons Learned and Future Trends","Handbook of Dynamic Data Driven Applications Systems","","","","10.1007/978-3-031-27986-7_11","M. ParasharTahsin KurcH. KlieM. F. WheelerJoel H. SaltzM. JammoulR. Dong","2023","http://link.springer.com/chapter/10.1007/978-3-031-27986-7_11","Chapter"
"A Step-To-Step Guide to Write a Quality Research Article","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_36","Amit Kumar TyagiRohit BansalAnshuSathian Dananjayan","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_36","Chapter"
"New Editor – 2018","Journal of Electronic Testing","","34","1","10.1007/s10836-018-5711-3","","2018","http://link.springer.com/article/10.1007/s10836-018-5711-3","Article"
"What makes a planet habitable?","The Astronomy and Astrophysics Review","","17","2","10.1007/s00159-009-0019-z","H. LammerJ. H. BredehöftA. CoustenisM. L. KhodachenkoL. KalteneggerO. GrassetD. PrieurF. RaulinP. EhrenfreundM. YamauchiJ.-E. WahlundJ.-M. GrießmeierG. StanglC. S. CockellYu. N. KulikovJ. L. Grenfell","2009","http://link.springer.com/article/10.1007/s00159-009-0019-z","Article"
"Observables Processing for the Helioseismic and Magnetic Imager Instrument on the Solar Dynamics Observatory","Solar Physics","","291","7","10.1007/s11207-016-0957-3","S. CouvidatJ. SchouJ. T. HoeksemaR. S. BogartR. I. BushT. L. Duvall Jr.Y. LiuA. A. NortonP. H. Scherrer","2016","http://link.springer.com/article/10.1007/s11207-016-0957-3","Article"
"Selected Aspects of Non orthogonal Multiple Access for Future Wireless Communications","Mathematics in Computer Science","","17","2","10.1007/s11786-023-00561-y","Adam FlizikowskiTomasz MarciniakTadeusz A. WysockiOlutayo Oyerinde","2023","http://link.springer.com/article/10.1007/s11786-023-00561-y","Article"
"SearchOL: An Information Gathering Tool","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_34","Farhan AhmedPallavi KhatriGeetanjali SurangeAnimesh Agrawal","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_34","Chapter"
"An Investigative Approach on the Prediction of Isocitrate Dehydrogenase (IDH1) Mutations and Co-deletion of 1p19q in Glioma Brain Tumors","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_19","Disha Sushant WankhedeChetan J. Shelke","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_19","Chapter"
"An optimized environment-adaptive computation offloading strategy for real-time cross-camera task in edge computing networks","Multimedia Tools and Applications","","","","10.1007/s11042-023-16102-5","Peng YangSiming JiangMeng YiBing LiYuankang SunRuochen Ma","2023","http://link.springer.com/article/10.1007/s11042-023-16102-5","Article"
"Extracting the Distinctive Features of Opinion Spams Using Logistic Regression","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_50","Nissrine BensoudaSanaa El FkihiRdouan Faizi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_50","Chapter"
"Dimensions of Trust in Cyber Physical Systems","Simulation for Cyber-Physical Systems Engineering","","","","10.1007/978-3-030-51909-4_16","Margaret L. Loper","2020","http://link.springer.com/chapter/10.1007/978-3-030-51909-4_16","Chapter"
"Addressing Sustainable Supply Chain Network Using Stackelberg Game","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_31","Reza MahdizadehIman PourbabaNazanin FozooniAjith Abraham","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_31","Chapter"
"Witten index for noncompact dynamics","Journal of High Energy Physics","","2016","6","10.1007/JHEP06(2016)089","Seung-Joo LeePiljin Yi","2016","http://link.springer.com/article/10.1007/JHEP06%282016%29089","Article"
"Minimize average tasks processing time in satellite mobile edge computing systems via a deep reinforcement learning method","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00538-z","Shanchen PangJianyang ZhengMin WangSibo QiaoXiao HeChangnan Gao","2023","http://link.springer.com/article/10.1186/s13677-023-00538-z","Article"
"Philosophy of Evolutionary Biology","Biology Bulletin Reviews","","11","1","10.1134/S2079086421010060","A. P. Rasnitsyn","2021","http://link.springer.com/article/10.1134/S2079086421010060","Article"
"Territorial Design and Vehicle Routing Problem Applied to the Population Census as a Case Study","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_39","Rogelio González-VelázquezM. Beatriz Bernábe-LorancaErika Granillo-MartínezGuillermo De Ita Luna","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_39","Chapter"
"Application of Artificial Intelligence in Mental Health","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_13","Anindya NagAyontika DasRiya SilAnwesha KarDishari MandalBiva Das","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_13","Chapter"
"Risk Management in the Clinical Pathology Laboratory: A Bayesian Network Approach","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_21","José CrispimAndreia MartinsNazaré Rego","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_21","Chapter"
"Implementation of Structural Topic Modelling for Abstract Mining from CORD – 19","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_32","S. K. M. JeyasreeG. VijayasreeR. Geetha","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_32","Chapter"
"Industry and Standardization Aspects","Cybersecurity Research Analysis Report for Europe and Japan","","","","10.1007/978-3-030-62312-8_4","Anna FelknerYouki KadobayashiMarek JaniszewskiStefano FantinJose Francisco RuizAdam KozakiewiczGregory Blanc","2021","http://link.springer.com/chapter/10.1007/978-3-030-62312-8_4","Chapter"
"Chapter 4: Cloud","Internet of Things: Concepts and System Design","","","","10.1007/978-3-030-41346-0_4","Milan Milenkovic","2020","http://link.springer.com/chapter/10.1007/978-3-030-41346-0_4","Chapter"
"Overview of Blockchain-Based Seafood Supply Chain Management","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_8","Nesrine Ouled AbdallahFairouz FakhfakhFaten Fakhfakh","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_8","Chapter"
"Application of VIKOR Method for Green Postal Sustainable Service Design","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_33","S. M. VadivelB. PranamyaP. ArivazhaganA. H. SequeiraV. Chandana","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_33","Chapter"
"An Estimation for Bitcoin Price Volatility","Creative Business and Social Innovations for a Sustainable Future","","","","10.1007/978-3-030-01662-3_3","Murat AkbalıkMelis ZerenÖmer Sarıgül","2019","http://link.springer.com/chapter/10.1007/978-3-030-01662-3_3","Chapter"
"Towards a New Architecture: Multi-agent Based Cloud-Fog-Edge Computing and Digital Twin for Smart Agriculture","Intelligent Distributed Computing XV","","","","10.1007/978-3-031-29104-3_12","Yogeswaranathan KalyaniRem Collier","2023","http://link.springer.com/chapter/10.1007/978-3-031-29104-3_12","Chapter"
"Analyzing the Critical Success Factors of Lean System Implementation in India Post Using DEMATEL Method","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_12","S. M. VadivelBuvanesh ChandrasekaranThangaraja ArumugamK. SivakumarUduak Umoh","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_12","Chapter"
"DISTiL: DIStributed Industrial Computing Environment for Trustworthy DigiTaL Workflows: A Design Perspective","Leveraging Applications of Formal Methods, Verification and Validation. Practice","","","","10.1007/978-3-031-19762-8_16","Alan McGibneySourabh Bharti","2022","http://link.springer.com/chapter/10.1007/978-3-031-19762-8_16","Chapter"
"Malignancy Detection in Breast Histo-Images Using Multi-layer Perceptron","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_52","Mahendra Kanojia","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_52","Chapter"
"Context-Aware Digital Twins to Support Software Management at the Edge","Research Challenges in Information Science: Information Science and the Connected World","","","","10.1007/978-3-031-33080-3_15","Rustem DautovHui Song","2023","http://link.springer.com/chapter/10.1007/978-3-031-33080-3_15","Chapter"
"Privacy-Leaking and Steganographic Threats in Wireless Connected Environments","Towards a Wireless Connected World: Achievements and New Technologies","","","","10.1007/978-3-031-04321-5_2","Luca Caviglione","2022","http://link.springer.com/chapter/10.1007/978-3-031-04321-5_2","Chapter"
"Machine Learning-Based Approach to Analyze Students’ Behaviour in Digital Learning Systems","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_49","Jaly DasmahapatraRiya SilMili Dasmahapatra","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_49","Chapter"
"Design and Implementation of Edge Detection Algorithms Using FPGA","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_53","P. NikitaSatyadhyan Chickerur","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_53","Chapter"
"A Meta-analytical Comparison of Naive Bayes and Random Forest for Software Defect Prediction","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_14","Ch Muhammad AwaisWei GuGcinizwe DlaminiZamira KholmatovaGiancarlo Succi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_14","Chapter"
"India Post Service Facility Layout Design Selection and Evaluation Using MCDM Approach","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_8","S. M. VadivelSooraj SanjaiS. SiriA. H. Sequeira","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_8","Chapter"
"Application of Combined SWOT and AHP Analysis to Assess the Virtual Reality and Select the Priority Factors for Education","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_49","El Mostafa BourhimOumayma Labti","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_49","Chapter"
"Evaluation of Semantic Parsing Frameworks for Automated Knowledge Base Construction","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_53","Martin Verrev","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_53","Chapter"
"Implementation Analysis for the Applications of Warehouse Model Under Linear Integer Problems","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_24","Chhavi GuptaVipin KumarKamal Kumar Gola","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_24","Chapter"
"An Ergonomics Assessment in India Post Manual Sorting Centre Using EDAS – A MCDM Approach","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_25","S. M. VadivelA. H. SequeiraUduak UmohV. Chandana","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_25","Chapter"
"Modeling Context-Aware Events and Responses in an IoT Environment","Advanced Information Systems Engineering","","","","10.1007/978-3-031-34560-9_5","Marc VilaMaria-Ribera SanchoErnest Teniente","2023","http://link.springer.com/chapter/10.1007/978-3-031-34560-9_5","Chapter"
"Numerical study of the anisotropy of wave responses from a fractured reservoir using the grid-characteristic method","Mathematical Models and Computer Simulations","","4","3","10.1134/S2070048212030064","I. E. KvasovI. B. Petrov","2012","http://link.springer.com/article/10.1134/S2070048212030064","Article"
"The Evolution of Mentalizing in Humans and Other Primates","The Neural Basis of Mentalizing","","","","10.1007/978-3-030-51890-5_6","Christopher Krupenye","2021","http://link.springer.com/chapter/10.1007/978-3-030-51890-5_6","Chapter"
"Malware Analysis Using Machine Learning","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_28","Bahirithi KarampudiD. Meher PhanideepV. Mani Kumar ReddyN. SubhashiniS. Muthulakshmi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_28","Chapter"
"Trade Management System Using R3 Corda Blockchain","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_26","K. Anitha KumariS. SangeethaV. RajeevanM. Deva DharshiniT. Haritha","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_26","Chapter"
"Apartment Waste Disposal Sustainable Facility Location Using ENTROPY Method","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_30","S. M. VadivelSuganya PalaniveluA. H. SequeiraV. Chandana","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_30","Chapter"
"Predicting Taxi Travel Time Using Machine Learning Techniques Considering Weekend and Holidays","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_24","Bholanath RoyDillip Rout","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_24","Chapter"
"SP2P-MAKA: Smart Contract Based Secure P2P Mutual Authentication Key Agreement Protocol for Intelligent Energy System","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_9","Pooja VermaDaya Sagar Gupta","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_9","Chapter"
"Classification of Fungi Infected Annona Squamosa Plant Using CNN Architectures","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_15","Sukanya S. GaikwadShivanand S. RummaMallikarjun Hangarge","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_15","Chapter"
"RePI: Research Paper Impact Analysis","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_20","Ananya UppalP. MaitreyiH. R. MamathaJamuna","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_20","Chapter"
"Machine Learning Models for Toxicity Prediction in Chemotherapy","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_34","Imen BoudaliInes Belhadj Messaoud","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_34","Chapter"
"Code Vectorization and Sequence of Accesses Strategies for Monolith Microservices Identification","Web Engineering","","","","10.1007/978-3-031-34444-2_2","Vasco FariaAntónio Rito Silva","2023","http://link.springer.com/chapter/10.1007/978-3-031-34444-2_2","Chapter"
"Performance Evaluation of Signature Based and Anomaly Based Techniques for Intrusion Detection","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_47","Vivek Kumar AgrawalBhawana Rudra","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_47","Chapter"
"An Elastic Model for Virtual Computing Labs Using Timed Petri Nets","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_18","Walid LouhichiSana Ben HamidaMouhebeddine Berrima","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_18","Chapter"
"Indian Postal Service Quality Assessment Using Graph Theoretic Approach – A Quantitative Decision-Making Tool","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_11","S. M. VadivelA. H. SequeiraSunil Kumar Jauhar","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_11","Chapter"
"Detection of Similarity Between Business Process Models with the Integration of Semantics in Similarity Measures","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_3","Wiem KbaierSonia Ayachi Ghannouchi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_3","Chapter"
"IISCAN: Index-Based Incremental Structural Clustering Technique for Billion-Edge Graphs","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_4","D. K. Santhosh KumarDemian Antony D’Mello","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_4","Chapter"
"A Deep Learning Based Natural Language Processing Approach for Detecting SQL Injection Attack","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_38","Yuvaraj NatarajanB. KarthikeyanGitanjali WadhwaS. A. SrinivasanA. S. Parthiv Akilesh","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_38","Chapter"
"Detection of COVID-19 in Computed Tomography Images Using Deep Learning","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_15","Júlio Vitor Monteiro MarquesClésio de Araújo GonçalvesJosé Fernando de Carvalho FerreiraRodrigo de Melo Souza VerasRicardo de Andrade Lira RabeloRomuere Rodrigues Veloso e Silva","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_15","Chapter"
"Process Automation with Digital Robots Under Smart University Concept","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_23","Sakine AkyolOnur DoganOrhan Er","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_23","Chapter"
"Enhancing Rental Bike Count and Availability Prediction Using Regression Modelling","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_16","Dhiraj KumarDiptirtha ChatterjeeBibek UpadhyayaShailendra Nath YadavJyoti Singh Kirar","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_16","Chapter"
"Forecasting of COVID-19 Cases in INDIA Using ARIMA and AR Time-Series Algorithm","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_33","Dilip PrajapatiMahendra Kanojia","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_33","Chapter"
"A Sustainable Green Supplier Selection Using CRITIC Method","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_29","S. M. VadivelDeeksha Sanjay ShettyA. H. SequeiraE. NagarajV. Sakthivel","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_29","Chapter"
"DCM: Dynamic Client-Server Code Migration","Web Engineering","","","","10.1007/978-3-031-34444-2_1","Sebastian HeilMartin Gaedke","2023","http://link.springer.com/chapter/10.1007/978-3-031-34444-2_1","Chapter"
"A Genetic Algorithm to Solve the Order Picking Problem in a Warehouse with Systematic Item Distribution","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_55","Etienne FreyMarco OreficeThomas HanneRolf Dornberger","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_55","Chapter"
"Image Compression-Encryption Scheme Based on SPIHT Coding and 2D Beta Chaotic Map","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_13","Najet ElkhalilYoussouf Cheikh WeddyRidha Ejbali","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_13","Chapter"
"Dynamic Job Shop Scheduling in an Industrial Assembly Environment Using Various Reinforcement Learning Techniques","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_52","David HeikFouad BahrpeymaDirk Reichelt","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_52","Chapter"
"Time Series Forecast Applied to Electricity Consumption","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_18","Lídio Mauro Lima de Campos","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_18","Chapter"
"Gated Recurrent Unit and Long Short-Term Memory Based Hybrid Intrusion Detection System","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_53","M. OmaMageswariVijayakumar PeroumalRitama GhoshDiyali Goswami","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_53","Chapter"
"A Concept for QoS Management in SOA-Based SoS Architectures","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_26","Ingolf GehrhardtFouad BahrpeymaDirk Reichelt","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_26","Chapter"
"Integration of Text and Graph-Based Features for Depression Detection Using Visibility Graph","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_32","Nasser GhadiriRasool SamaniFahime Shahrokh","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_32","Chapter"
"Detecting Urgent Instructor Intervention Need in Learning Forums with a Domain Adaptation","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_49","Antonio Leandro Martins CandidoJosé Everardo Bessa Maia","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_49","Chapter"
"Continuous Authentication of Tablet Users Using Raw Swipe Characteristics: Tree Based Approaches","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_29","Rupanka BhuyanS. Pradeep Kumar Kenny","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_29","Chapter"
"How to manage massive spatiotemporal dataset from stationary and non-stationary sensors in commercial DBMS?","Knowledge and Information Systems","","","","10.1007/s10115-023-02009-y","Vincenzo Norman VitaleSergio Di MartinoAdriano PeronMassimiliano RussoErmanno Battista","2023","http://link.springer.com/article/10.1007/s10115-023-02009-y","Article"
"Efficient Twitter Sentiment Analysis System Using Deep Learning Algorithm","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_4","R. Devi PriyaBoggala Thulasi ReddyM. SarvananP. HariharanS. Albert AlexanderGeno Peter","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_4","Chapter"
"Alzheimer Disease Investigation in Resting-State fMRI Images Using Local Coherence Measure","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_23","Sali IssaQinmu PengHaiham Issa","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_23","Chapter"
"Euler Transformation Axis Method for Online Virtual Trail Room Using Fusion of Images","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_31","B. SurendiranDileep KumarS. AmuthaN. Arulmurugaselvi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_31","Chapter"
"LSTM-Based Model for Sanskrit to English Translation","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_22","Keshav MishraMahendra KanojiaAwais Shaikh","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_22","Chapter"
"The Bibliometric Global Overview of COVID-19 Vaccination","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_28","Richard Osei AgjeiFrank Adusei-MensahOluwafemi Samson BalogunSunday Adewale Olaleye","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_28","Chapter"
"Early Stage Diabetes Risk Prediction via Machine Learning","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_42","Qasem Abu Al-HaijaMahmoud SmadiOsama M. Al-Bataineh","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_42","Chapter"
"Stance Detection on Vietnamese Social Media","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_7","Oanh Thi TranTrang Thanh DaoYen Ngoc Dang","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_7","Chapter"
"Tell Me What that Means to You: Small-Story Narratives in Technology Adoption","Human-Computer Interaction. Theoretical Approaches and Design Methods","","","","10.1007/978-3-031-05311-5_19","Brian PickeringStephen C. PhillipsMike Surridge","2022","http://link.springer.com/chapter/10.1007/978-3-031-05311-5_19","Chapter"
"An Efficient Thyroid Disease Prediction System – A Study","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_51","L. AgilandeeswariK. MuralibabuIshita KhatriJagruta AdvaniSyed Mohammad Nihal","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_51","Chapter"
"ML Classifier Using Multiple Neural Networks Trained by Linear Programming","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_39","Yuvraj TalukdarPadmavathi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_39","Chapter"
"Pre and Post Operative Brain Tumor Segmentation and Classification for Prolonged Survival","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_57","P. Sobha XavierG. RajuS. U. Asawthy","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_57","Chapter"
"Enhancing the Credit Card Fraud Detection Using Decision Tree and Adaptive Boosting Techniques","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_36","K. R. Prasanna KumarS. AravindK. GopinathP. NavienkumarK. LogeswaranM. Gunasekar","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_36","Chapter"
"Medical Decision Making Based 5D Cardiac MRI Segmentation Tools","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_7","Houneida SaklyMourad SaidMoncef Tagina","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_7","Chapter"
"Combining Clustering and Maturity Models to Provide Better Decisions to Elevate Maturity Level","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_32","Luciano Azevedo de SouzaMary de Paula FerreiraHelder Gomes Costa","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_32","Chapter"
"Hybrid Adaptive Method for Intrusion Detection with Enhanced Feature Elimination in Ensemble Learning","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_27","S. G. BalakrishnanP. RamyaP. Divyapriya","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_27","Chapter"
"Comparing SVM and Random Forest in Patterned Gesture Phase Recognition in Visual Sequences","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_44","Thayanne França da SilvaJosé Everardo Bessa Maia","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_44","Chapter"
"Enhanced Zero Suffix Method for Multi-objective Bulk Transportation Problem","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_46","ShivaniSudhir Kumar ChauhanRenu TuliNidhi Sindwani","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_46","Chapter"
"A Comparative Analysis of Prediction of Brain Stroke Using AIML","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_52","K. RamyaSreeP. MohanKumar","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_52","Chapter"
"A Manual Approach for Multimedia File Carving","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_37","Pallavi KhatriAnimesh AgrawalSumit SahAishwarya Sahai","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_37","Chapter"
"Performance Evaluation of Manufacturing Product Layout Design Using PROMETHEE II - MCDM Method","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_24","S. M. VadivelA. H. SequeiraVimal KumarV. Chandana","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_24","Chapter"
"Prediction Analytics of Hyperledger Blockchain Data in B2B Finance Applications","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_35","D. Jeya MalaA. Pradeep Reynold","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_35","Chapter"
"Unsupervised Manipulation Detection Scheme for Insider Trading","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_24","Baqar RizviDavid AttewMohsen Farid","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_24","Chapter"
"NadERA: A Novel Framework Achieving Reduced Distress Response Time by Leveraging Emotion Recognition from Audio","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_38","Harshil SanghviSachi ChaudharySapan H. Mankad","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_38","Chapter"
